what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282113071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282116103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282119360
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1419282120611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282124302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282126724
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1419282126730
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1419282189753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282230405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282276250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282286255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282288030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282308284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282322141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282323500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282395723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282408822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282411796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1419282416264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282419501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282433415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282436544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282445650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419282447651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282448898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282450255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282794618
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1419282796941
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1419282812065
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1419282812091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282819992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282821043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282850330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282858981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282862227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282863229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282880430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419282883891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419282884216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282889315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282895848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282898492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282901172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282903771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282912522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282919499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282925048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282926088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282932392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282940424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419282944286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282945895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282946871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282950887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419282956851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282964817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282965888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282969994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419282980395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282981612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282985568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419282987327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283052219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283055793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419283057375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283059135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283077858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419283079760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283084043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283087506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283096136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283099800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283103125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283106407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283110087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283115809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283120759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419283121931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283122794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283128262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1419283134256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283139365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283142389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419283146713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419283147457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1419283149599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1419283149947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283154084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419283154597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283155735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283172628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283178499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419283180266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283181239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283186171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283189370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283189804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283190426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283190843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419283193806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283194953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283235633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283236577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283264745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283269063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283283358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283286858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283290093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283293134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283298158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283300756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283303612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283307068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419283311259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283312190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419283326364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283334641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283335001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283335350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283335638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283340146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1419283342137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283344811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283350936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283353561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283357704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1419283360594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1419283364730
